Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile,Job_Description_clean
2213353461153529,5 to 15 Years,B.Com,$63K-$85K,San Jose,Costa Rica,9.7489,-83.7534,Intern,31092,2022-11-15,Male,Judy Woods,+1-881-544-5930x078,Systems Analyst,IT Analyst,Indeed,"An IT Analyst assesses and analyzes IT systems, identifying areas for improvement, implementing technology solutions, and providing technical support to users and departments.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",IT systems analysis Troubleshooting IT support and documentation,"Analyze business systems, processes, and requirements to identify IT solutions. Develop system specifications and requirements documents. Collaborate with IT teams to implement solutions.",Travelers,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Stock)"",""City"":""New York"",""State"":""New York"",""Zip"":""10017"",""Website"":""www.travelers.com"",""Ticker"":""TRV"",""CEO"":""Alan Schnitzer""}",analyst assess analyz system identifi area improv implement technolog solut provid technic support user depart
2141342207224203,0 to 14 Years,M.Com,$62K-$129K,Suva,Fiji,-17.7134,178.065,Intern,71394,2022-03-18,Male,Jonathan Berry,5686861848,Account Executive,Key Account Executive,Internships.com,A Key Account Executive manages strategic accounts for a company. They build strong client relationships and work to expand business opportunities within these key accounts.,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Key account management Sales strategy development Negotiation and closing skills Relationship building Industry and market knowledge,"Focus on strategic accounts, serving as the primary point of contact for key clients. Develop account plans and growth strategies. Ensure high levels of client satisfaction and retention.",Ulta Beauty,"{""Sector"":""Beauty"",""Industry"":""Specialty Retailers: Other"",""City"":""Bolingbrook"",""State"":""Illinois"",""Zip"":""60440"",""Website"":""www.ulta.com"",""Ticker"":""ULTA"",""CEO"":""David C. Kimbell""}",key account execut manag strateg account compani build strong client relationship work expand busi opportun within key account
1343787400703296,0 to 12 Years,MBA,$61K-$94K,Amman,Jordan,30.5852,36.2384,Temporary,70396,2023-06-09,Female,Donald Ritter,+1-827-590-1675,Copywriter,Creative Copywriter,ZipRecruiter,"Creative Copywriters craft engaging and persuasive copy for marketing materials, advertisements, and content marketing campaigns. They use their writing skills to captivate audiences and convey brand messages effectively.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Creative writing Copywriting Advertising copy Content creation Brand storytelling Marketing campaigns Proofreading and editing,"Write creative and persuasive copy for advertising campaigns, marketing materials, and brand storytelling. Develop unique and engaging brand voices and messages. Collaborate with art directors and designers.",American Electric Power,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""Columbus"",""State"":""Ohio"",""Zip"":""43215"",""Website"":""www.aep.com"",""Ticker"":""AEP"",""CEO"":""Julie Sloat""}",creativ copywrit craft engag persuas copi market materi advertis content market campaign use write skill captiv audienc convey brand messag effect
2310106656757315,1 to 8 Years,MCA,$59K-$105K,Juba,South Sudan,6.877,31.307,Temporary,84264,2022-01-27,Female,Brenda Simmons,646.909.3583x17996,Digital Marketing Specialist,SEO Specialist,Glassdoor,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy","Optimize websites for search engines (SEO), conduct keyword research, and improve online visibility and search rankings. Monitor and analyze SEO performance metrics. Implement SEO best practices and strategies.",Tencent Holdings,"{""Sector"":""Technology and Entertainment"",""Industry"":""Technology & Social Media"",""City"":""Shenzhen"",""State"":""Guangdong"",""Zip"":""518000"",""Website"":""https://www.tencent.com/"",""Ticker"":""0700.HK"",""CEO"":""Ma Huateng""}",seo specialist optim websit search engin improv onlin visibl conduct keyword research optim content implement seo strategi increas organ traffic rank
436825460913302,1 to 10 Years,BA,$62K-$94K,Castries,St. Lucia,13.9094,-60.9789,Full-Time,130966,2022-11-27,Female,David Sandoval,001-954-542-3017,Sales Representative,Account Executive,Dice,"Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting,"Manage client accounts, negotiate contracts, and achieve revenue targets by selling products or services. Provide ongoing support and solutions to clients. Collaborate with cross-functional teams to meet client needs.",Qualcomm,"{""Sector"":""Technology"",""Industry"":""Semiconductors and Other Electronic Components"",""City"":""San Diego"",""State"":""California"",""Zip"":""92121"",""Website"":""www.qualcomm.com"",""Ticker"":""QCOM"",""CEO"":""""}",account execut manag grow relationship exist client custom understand client need propos solut negoti contract ensur custom satisfact often work close sale custom support team
1280518284883759,4 to 8 Years,PhD,$56K-$95K,Quito,Ecuador,-1.8312,-78.1834,Contract,120930,2023-01-14,Both,Michael Thompson,616.279.8527,Project Manager,Construction Project Manager,Idealist,"The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Construction management Budgeting Contract negotiation Safety regulations,"Oversee construction projects, including budgeting, scheduling, and coordination of subcontractors. Ensure compliance with safety regulations. Communicate project status to stakeholders.",General Mills,"{""Sector"":""Food"",""Industry"":""Food Consumer Products"",""City"":""Minneapolis"",""State"":""Minnesota"",""Zip"":""55426"",""Website"":""www.generalmills.com"",""Ticker"":""GIS"",""CEO"":""Jeffrey L. Harmening""}",construct project manag overse manag construct project ensur complet time within budget coordin contractor architect stakehold ensur success project deliveri
593640137699935,5 to 15 Years,M.Tech,$60K-$112K,Tokyo,Japan,36.2048,138.2529,Full-Time,25307,2023-02-23,Male,Christopher Wright,916.948.3222x70658,Technical Writer,Instructional Designer,Internships.com,Instructional Designers develop educational materials and curricula. They design engaging and effective learning experiences for students or employees.,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Instructional design eLearning tools Curriculum development Multimedia design Learning theory knowledge,Design and develop instructional materials and e-learning courses. Create interactive and engaging learning experiences. Align instructional content with learning objectives.,PNC Financial Services Group,"{""Sector"":""Financial Services"",""Industry"":""Commercial Banks"",""City"":""Pittsburgh"",""State"":""Pennsylvania"",""Zip"":""15222"",""Website"":""www.pnc.com"",""Ticker"":""PNC"",""CEO"":""William S. Demchak""}",instruct design develop educ materi curricula design engag effect learn experi student employe
2086213551673449,4 to 15 Years,BCA,$61K-$122K,Male,Maldives,3.2028,73.2207,Part-Time,50004,2022-11-29,Both,Matthew Garcia,4493306780,Content Writer,Content Strategist,Dice,"Content Strategists develop and execute content strategies that align with business objectives. They plan content creation, distribution, and promotion to engage audiences and drive brand growth.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Content strategy Content planning SEO optimization Content marketing Analytics,"Develop content strategies, plan editorial calendars, and ensure content aligns with marketing and branding objectives. Monitor content performance and adjust strategies. Identify content trends and opportunities.",Farmers Insurance Exchange,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Mutual)"",""City"":""Woodland Hills"",""State"":""California"",""Zip"":""91367"",""Website"":""www.farmers.com"",""Ticker"":"""",""CEO"":""Raul Vargas""}",content strategist develop execut content strategi align busi object plan content creation distribut promot engag audienc drive brand growth
736772465708102,2 to 14 Years,MBA,$65K-$107K,Sucre (de jure),Bolivia,-16.2902,-63.5887,Intern,106859,2022-01-30,Male,Corey Shaw,001-717-972-1822,HR Coordinator,Training Coordinator,ZipRecruiter,"Training Coordinators design and implement employee training programs. They assess training needs, develop training materials, and facilitate training sessions to enhance employees skills and knowledge.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Training program coordination Training material development Learning management systems,"Coordinate employee training programs, track training records, and assist with training logistics. Identify training needs and develop training materials. Facilitate training sessions or workshops.",CIMIC Group,"{""Sector"":""Construction/Infrastructure"",""Industry"":""Construction/Engineering"",""City"":""North Sydney"",""State"":""NSW"",""Zip"":""2060"",""Website"":""https://www.cimic.com.au/"",""Ticker"":""CIM"",""CEO"":""Juan Santamaria""}",train coordin design implement employe train program assess train need develop train materi facilit train session enhanc employe skill knowledg
1615068533343634,3 to 9 Years,BCA,$65K-$83K,Brussels,Belgium,50.5039,4.4699,Temporary,15831,2022-05-08,Female,John Cross,610.942.9277x10929,HR Coordinator,Recruitment Coordinator,Internships.com,"Recruitment Coordinators support the hiring process by scheduling interviews, screening candidates, and assisting with onboarding. They ensure a smooth recruitment process and maintain candidate records.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Recruitment process Candidate screening Applicant tracking systems Communication,"Assist with recruitment activities, including posting job openings, coordinating interviews, and managing applicant data. Ensure a positive candidate experience. Maintain recruitment records and metrics.",Alibaba Health Information Technology,"{""Sector"":""Healthcare Technology"",""Industry"":""Healthcare"",""City"":""Hangzhou"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.alihealth.cn/"",""Ticker"":""0241.HK"",""CEO"":""N/A""}",recruit coordin support hire process schedul interview screen candid assist onboard ensur smooth recruit process maintain candid record
183423976975680,3 to 13 Years,BCA,$65K-$113K,Banjul,Gambia,13.4432,-15.3101,Part-Time,56816,2022-01-14,Female,Alexis Norris,+1-398-907-7636,Business Development Manager,Strategic Partnerships Manager,Glassdoor,"A Strategic Partnerships Manager identifies and develops strategic partnerships and alliances that benefit the organization, fostering collaborations and driving mutual success.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Partnership development Negotiation and collaboration Business development,Identify and establish strategic partnerships and alliances. Negotiate partnership agreements and terms. Collaborate with partners to achieve mutual business goals.,Tenet Healthcare,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Medical Facilities"",""City"":""Dallas"",""State"":""Texas"",""Zip"":""75254"",""Website"":""www.tenethealth.com"",""Ticker"":""THC"",""CEO"":""Saum Sutaria""}",strateg partnership manag identifi develop strateg partnership allianc benefit organ foster collabor drive mutual success
1536525374644040,0 to 12 Years,B.Com,$63K-$96K,London,UK,55.3781,-3.436,Intern,43783,2022-02-22,Male,Corey Clark,(266)972-1537,Java Developer,Java Backend Developer,LinkedIn,"Java Backend Developers specialize in building the server-side components of software applications using Java. They work on database integration, server logic, and performance optimization to ensure efficient and reliable backend functionality.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Backend development RESTful APIs Database integration Java EE (Enterprise Edition) Performance optimization Version control (e.g., Git)",Develop server-side applications and APIs using Java and related technologies. Optimize application performance and scalability. Implement security measures and authentication systems.,Exelon,"{""Sector"":""Energy"",""Industry"":""Utilities: Gas and Electric"",""City"":""Chicago"",""State"":""Illinois"",""Zip"":""60603"",""Website"":""www.exeloncorp.com"",""Ticker"":""EXC"",""CEO"":""Calvin G. Butler""}",java backend develop special build server side compon softwar applic use java work databas integr server logic perform optim ensur effici reliabl backend function
2486345121644216,4 to 8 Years,MBA,$64K-$124K,Manila,Philippines,12.879721,121.774017,Part-Time,32405,2023-03-15,Both,Phyllis Rich,+1-822-560-6139,Sales Manager,Sales Team Leader,Jobs2Careers,"Lead and motivate sales teams, set sales targets, and develop sales strategies to meet goals.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Sales leadership Team management Sales strategy and planning,"Lead and manage a team of sales representatives. Set sales targets and goals. Provide coaching, training, and performance evaluations.",SAP SE,"{""Sector"":""Technology and Software"",""Industry"":""Information Technology"",""City"":""Walldorf"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.sap.com"",""Ticker"":""SAP"",""CEO"":""Christian Klein""}",lead motiv sale team set sale target develop sale strategi meet goal
1868744090564217,2 to 12 Years,M.Tech,$63K-$130K,Luxembourg,Luxembourg,49.8153,6.1296,Temporary,88586,2023-05-20,Male,Seth Rowland,(330)986-0416x7806,Speech Therapist,Pediatric Speech Therapist,USAJOBS,Pediatric Speech Therapists provide speech therapy to children with speech and language disorders. They assess and treat communication difficulties to improve language skills.,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Pediatric speech therapy Speech-language assessment Individualized treatment plans Child development Communication skills,"Assess and treat speech and language disorders in children. Provide therapy for articulation, language development, and communication skills. Collaborate with parents and educators.",IBM (International Business Machines Corporation),"{""Sector"":""Technology/IT Services"",""Industry"":""Technology"",""City"":""Armonk"",""State"":""NY"",""Zip"":""10504"",""Website"":""https://www.ibm.com/"",""Ticker"":""IBM"",""CEO"":""Arvind Krishna""}",pediatr speech therapist provid speech therapi children speech languag disord assess treat commun difficulti improv languag skill
2447681687654738,2 to 12 Years,M.Com,$55K-$127K,Quito,Ecuador,-1.8312,-78.1834,Contract,18697,2021-09-27,Female,Brendan Fields,303-964-7521x6962,Data Engineer,Big Data Engineer,Idealist,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Big data technologies (Hadoop, Spark, etc.) Data processing and analysis Distributed computing","Work with large and complex datasets, using technologies like Hadoop and Spark. Develop and maintain big data solutions. Optimize data processing and storage for performance.","Fidelity Investments, Inc.","{""Sector"":""Financial Services/Investment Management"",""Industry"":""Financial Services"",""City"":""Boston"",""State"":""MA"",""Zip"":""2210"",""Website"":""https://www.fidelity.com/"",""Ticker"":""N/A"",""CEO"":""Abby Johnson""}",big data engin develop manag big data solut includ data storag process analysi platform extract valuabl insight support data driven decis
2782181833230607,2 to 12 Years,BBA,$63K-$113K,Castries,St. Lucia,13.9094,-60.9789,Intern,12938,2022-01-04,Male,Regina Mason,001-207-262-0043,Database Developer,NoSQL Database Engineer,Dice,"NoSQL Database Engineers work with non-relational databases to store and manage large volumes of unstructured or semi-structured data. They design data models, optimize database performance, and ensure scalability and data consistency.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","NoSQL databases (e.g., MongoDB, Cassandra) Data modeling Data migration Performance tuning Scalability Distributed systems",Work with NoSQL databases like MongoDB or Cassandra to store and retrieve data efficiently. Design data models for NoSQL databases. Ensure data availability and scalability.,Intercontinental Exchange,"{""Sector"":""Financial Services"",""Industry"":""Securities"",""City"":""Atlanta"",""State"":""Georgia"",""Zip"":""30328"",""Website"":""www.ice.com"",""Ticker"":""ICE"",""CEO"":""Jeffrey C. Sprecher""}",sql databas engin work non relat databas store manag larg volum unstructur semi structur data design data model optim databas perform ensur scalabl data consist
1846193207686983,5 to 10 Years,BA,$56K-$129K,AsunciÃ³n,Paraguay,-23.442503,-58.443832,Intern,28874,2023-06-17,Both,Amanda Guerrero,475-523-2821x04626,Supply Chain Manager,Demand Planner,Idealist,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Demand forecasting Inventory management Data analysis Sales and operations planning (S&OP) ERP software proficiency,Analyze demand patterns and market trends to forecast product demand. Collaborate with production and sales teams to optimize inventory levels. Implement demand planning and forecasting tools.,Power Grid Corporation of India,"{""Sector"":""Utilities"",""Industry"":""Utilities"",""City"":""Gurugram"",""State"":""Haryana"",""Zip"":""122002"",""Website"":""https://www.powergridindia.com/"",""Ticker"":""POWERGRID"",""CEO"":""Kandikuppa Sreekant""}",demand planner analyz histor sale data forecast futur demand product work optim inventori level ensur product avail minim cost
2477399506391243,4 to 14 Years,B.Com,$60K-$107K,Praia,Cabo Verde,16.5388,-23.0418,Intern,88454,2023-01-19,Male,Donna Joseph,725-925-6033,Wedding Planner,Wedding Designer,Jobs2Careers,"A Wedding Designer specializes in creating visually appealing wedding designs and décor, transforming wedding venues into beautiful and memorable spaces.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Wedding design concepts Decor selection and arrangement Creative flair,"Focus on the visual and aesthetic aspects of weddings, including decor, floral arrangements, and styling. Create design concepts and layouts. Oversee setup and decoration on the wedding day.",Consolidated Edison,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""New York"",""State"":""New York"",""Zip"":""10003"",""Website"":""www.conedison.com"",""Ticker"":""ED"",""CEO"":""Timothy P. Cawley""}",wed design special creat visual appeal wed design cor transform wed venu beauti memor space
1731387023566253,0 to 13 Years,PhD,$60K-$100K,Port Moresby,Papua New Guinea,-6.314993,143.95555,Part-Time,75509,2023-03-03,Male,Christopher Lowe,430.531.0149x06036,Event Coordinator,Event Planner,Stack Overflow Jobs,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail,"Plan and organize events, such as weddings, conferences, and parties. Coordinate logistics, vendors, and budgets. Ensure events run smoothly and meet client expectations.",Northrop Grumman,"{""Sector"":""Aerospace and Defense"",""Industry"":""Aerospace & Defense"",""City"":""Falls Church"",""State"":""Virginia"",""Zip"":""22042"",""Website"":""www.northropgrumman.com"",""Ticker"":""NOC"",""CEO"":""Kathy Warden""}",plan coordin event includ select venu manag budget arrang logist ensur success outcom
2486987134318780,2 to 13 Years,BBA,$55K-$88K,Dakar,Senegal,14.4974,-14.4524,Intern,24942,2022-04-16,Both,Harold Thomas,750-601-2741,Investment Analyst,Portfolio Manager,Stack Overflow Jobs,"A Portfolio Manager oversees investment portfolios, making decisions to maximize returns and minimize risks. They analyze financial markets and adjust asset allocations accordingly.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Investment management Financial analysis Risk assessment Asset allocation Portfolio optimization,"Manage investment portfolios, making investment decisions and asset allocation. Conduct research and analysis to identify investment opportunities. Monitor portfolio performance and risk.",Icahn Enterprises,"{""Sector"":""Diversified"",""Industry"":""Diversified Financials"",""City"":""Sunny Isles Beach"",""State"":""Florida"",""Zip"":""33160"",""Website"":""www.ielp.com"",""Ticker"":""IEP"",""CEO"":""David Willetts""}",portfolio manag overse invest portfolio make decis maxim return minim risk analyz financi market adjust asset alloc accordingli
2331576770717246,0 to 10 Years,BA,$62K-$102K,Bandar Seri Begawan,Brunei,4.5353,114.7277,Contract,19832,2022-07-18,Both,Michael George,639-896-6960x57711,Family Nurse Practitioner,Geriatric Nurse Practitioner,The Muse,Geriatric Nurse Practitioners focus on the healthcare needs of elderly patients. They provide specialized care and address age-related health concerns.,"{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Geriatric healthcare Geriatric assessment Geriatric treatment Elderly patient care Geriatric pharmacology,"Focus on elderly patient care, addressing age-related health concerns. Manage chronic conditions and medication regimens. Collaborate with healthcare teams in nursing homes or geriatric clinics.",Colgate-Palmolive,"{""Sector"":""Consumer Goods"",""Industry"":""Household and Personal Products"",""City"":""New York"",""State"":""New York"",""Zip"":""10022"",""Website"":""www.colgatepalmolive.com"",""Ticker"":""CL"",""CEO"":""Noel R. Wallace""}",geriatr nurs practition focu healthcar need elderli patient provid special care address age relat health concern
1459743010192052,2 to 10 Years,M.Tech,$58K-$125K,Oslo,Norway,60.472,8.4689,Temporary,44367,2023-08-07,Female,Sean Lowery,255-988-7811x301,Front-End Engineer,JavaScript Developer,Internships.com,"JavaScript Developers write code to create interactive and dynamic web applications. They use JavaScript libraries and frameworks to build client-side functionality, ensuring smooth user interactions and responsive web design.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","JavaScript programming Frontend development Frontend frameworks (e.g., React, Angular) DOM manipulation AJAX Debugging and troubleshooting","Develop interactive web applications using JavaScript frameworks and libraries, such as React or Angular. Debug and resolve frontend issues. Ensure cross-browser compatibility.",SF Express,"{""Sector"":""Logistics"",""Industry"":""Logistics & Delivery Services"",""City"":""Shenzhen"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.sf-express.com/"",""Ticker"":""2352"",""CEO"":""Wang Wei""}",java script develop write code creat interact dynam web applic use java script librari framework build client side function ensur smooth user interact respons web design
1648324436294184,4 to 12 Years,BCA,$55K-$111K,Muscat,Oman,21.4735,55.9754,Contract,114433,2023-03-17,Female,April Williams,8995535438,Customer Success Manager,Account Manager,SimplyHired,"An Account Manager builds and maintains relationships with clients or customers, ensuring their needs are met and promoting products or services to drive revenue and growth.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Account management Customer relationship management Sales and negotiation Business development Client needs analysis,"Build and nurture relationships with key clients, understanding their business goals. Identify opportunities for upselling or cross-selling products or services. Ensure client satisfaction and retention.",Huntsman,"{""Sector"":""Chemicals"",""Industry"":""Chemicals"",""City"":""The Woodlands"",""State"":""Texas"",""Zip"":""77380"",""Website"":""www.huntsman.com"",""Ticker"":""HUN"",""CEO"":""Peter R. Huntsman""}",account manag build maintain relationship client custom ensur need met promot product servic drive revenu growth
896725996951537,0 to 12 Years,BCA,$59K-$113K,Maseru,Lesotho,-29.6099,28.2336,Intern,79091,2022-04-14,Both,Jesus Simmons,+1-946-315-8351x122,Procurement Coordinator,Purchasing Coordinator,SimplyHired,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,"Coordinate purchasing activities, including vendor sourcing and negotiation. Create purchase orders and track deliveries. Ensure cost-effective procurement.",Dover,"{""Sector"":""Manufacturing"",""Industry"":""Industrial Machinery"",""City"":""Downers Grove"",""State"":""Illinois"",""Zip"":""60515"",""Website"":""www.dovercorporation.com"",""Ticker"":""DOV"",""CEO"":""Richard J. Tobin""}",purchas coordin manag procur process sourc purchas good servic negoti supplier ensur cost effect time acquisit
1818505779836863,5 to 10 Years,BBA,$57K-$104K,Bamako,Mali,17.5707,-3.9962,Full-Time,108139,2023-03-01,Both,Kevin Lopez,+1-998-318-6511,Urban Planner,Transportation Planner,Dice,"Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Transportation planning Traffic engineering GIS proficiency Public transportation Project management,Specialize in transportation infrastructure and traffic management. Design efficient transportation networks. Address traffic congestion and improve public transit systems.,Asbury Automotive Group,"{""Sector"":""Automotive"",""Industry"":""Automotive Retailing, Services"",""City"":""Duluth"",""State"":""Georgia"",""Zip"":""30097"",""Website"":""www.asburyauto.com"",""Ticker"":""ABG"",""CEO"":""David W. Hult""}",transport planner design manag transport system optim traffic flow plan public transit rout enhanc overal transport effici
1291920446633595,0 to 9 Years,BBA,$57K-$122K,Copenhagen,Denmark,56.2639,9.5018,Temporary,126754,2021-10-19,Male,Anthony Gonzalez,9569904704,Speech Therapist,Adult Speech Therapist,Indeed,Adult Speech Therapists work with adults to address speech and language disorders. They provide therapy and support to improve communication and enhance quality of life.,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Adult speech therapy Speech-language assessment Rehabilitation techniques Swallowing disorders Communication skills,"Focus on speech and language therapy for adults with communication challenges. Address speech disorders, aphasia, and swallowing difficulties. Customize therapy plans for individual needs.",Britannia Industries,"{""Sector"":""Food & Beverages"",""Industry"":""Food and Beverage"",""City"":""Kolkata"",""State"":""West Bengal"",""Zip"":""700071"",""Website"":""https://www.britannia.co.in/"",""Ticker"":""BRITANNIA"",""CEO"":""Varun Berry""}",adult speech therapist work adult address speech languag disord provid therapi support improv commun enhanc qualiti life
2654597169216546,4 to 11 Years,M.Tech,$56K-$128K,Kuwait City,Kuwait,29.3117,47.4818,Contract,126200,2022-04-25,Both,Douglas King,4306748419,HR Coordinator,Benefits Coordinator,USAJOBS,"Benefits Coordinators administer employee benefit programs, including health insurance, retirement plans, and other perks. They assist employees with benefit inquiries and ensure compliance with benefit policies.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Employee benefits administration Benefits compliance HRIS Benefits communication,"Administer employee benefits programs, respond to benefits inquiries, and process benefit changes. Collaborate with benefits providers and brokers. Educate employees on available benefits.",Muthoot Finance,"{""Sector"":""Financial Services"",""Industry"":""Financial Services"",""City"":""Kochi"",""State"":""KL"",""Zip"":""682 018"",""Website"":""www.muthootfinance.com"",""Ticker"":""MUTHOOT"",""CEO"":""George Alexander Muthoot""}",benefit coordin administ employe benefit program includ health insur retir plan perk assist employe benefit inquiri ensur complianc benefit polici
244992424262101,3 to 15 Years,M.Com,$62K-$98K,Port Vila,Vanuatu,-15.3767,166.9592,Contract,57845,2021-11-25,Both,Kenneth Grant,(939)777-9818x9304,Architectural Designer,Interior Designer,LinkedIn,"Interior Designers plan and design interior spaces to meet the functional and aesthetic needs of clients. They select furniture, colors, materials, and layouts to create visually appealing and functional interiors for homes and businesses.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Interior design Space planning Color theory Material selection CAD software (e.g., SketchUp) Client collaboration Budget management","Focus on interior spaces, selecting finishes, furnishings, and color schemes. Create interior design concepts and mood boards. Collaborate with architects and contractors on design integration.",Dana,"{""Sector"":""Automotive Parts"",""Industry"":""Motor Vehicles & Parts"",""City"":""Maumee"",""State"":""Ohio"",""Zip"":""43537"",""Website"":""www.dana.com"",""Ticker"":""DAN"",""CEO"":""James K. Kamsickas""}",interior design plan design interior space meet function aesthet need client select furnitur color materi layout creat visual appeal function interior home busi
159899705452293,4 to 14 Years,B.Tech,$56K-$92K,Moscow,Russia,61.524,105.3188,Full-Time,127707,2022-02-28,Male,Miranda Garcia,852-931-7709,Financial Analyst,Investment Analyst,FlexJobs,"Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Financial analysis Investment evaluation Portfolio management Data analysis,"Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Monitor financial markets and economic trends. Prepare investment reports and presentations.",Aflac,"{""Sector"":""Insurance"",""Industry"":""Insurance: Life, Health (Stock)"",""City"":""Columbus"",""State"":""Georgia"",""Zip"":""31999"",""Website"":""www.aflac.com"",""Ticker"":""AFL"",""CEO"":""Daniel P. Amos""}",invest analyst analyz financi data market trend make inform invest recommend research assess invest opportun creat financi model provid insight guid invest decis portfolio manag
